@RELATION predict

@ATTRIBUTE act_last   {Meal_Preparation,Relax,Eating,Work,Sleeping,Wash_Dishes,Bed_to_Toilet,Enter_Home,Leave_Home,Housekeeping,Resperate}
@ATTRIBUTE act   {Meal_Preparation,Relax,Eating,Work,Sleeping,Wash_Dishes,Bed_to_Toilet,Enter_Home,Leave_Home,Housekeeping,Resperate}
@data
Meal_Preparation,Relax
Relax,Meal_Preparation
Meal_Preparation,Relax
Meal_Preparation,Relax
Relax,Sleeping
Sleeping,Bed_to_Toilet
Bed_to_Toilet,Sleeping
Relax,Sleeping
Sleeping,Bed_to_Toilet
Bed_to_Toilet,Sleeping
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Relax,Sleeping
Sleeping,Bed_to_Toilet
Bed_to_Toilet,Sleeping
Relax,Sleeping
Sleeping,Bed_to_Toilet
Bed_to_Toilet,Sleeping
Relax,Sleeping
Sleeping,Bed_to_Toilet
Bed_to_Toilet,Sleeping
Relax,Sleeping
Relax,Sleeping
Sleeping,Bed_to_Toilet
Bed_to_Toilet,Sleeping
Relax,Sleeping
Relax,Sleeping
Relax,Sleeping
Sleeping,Bed_to_Toilet
Bed_to_Toilet,Sleeping
Relax,Sleeping
Sleeping,Bed_to_Toilet
Bed_to_Toilet,Sleeping
Relax,Sleeping
Relax,Sleeping
Sleeping,Bed_to_Toilet
Bed_to_Toilet,Sleeping
Relax,Sleeping
Relax,Sleeping
Sleeping,Bed_to_Toilet
Bed_to_Toilet,Sleeping
Meal_Preparation,Relax
Relax,Meal_Preparation
Meal_Preparation,Relax
Relax,Housekeeping
Relax,Work
Work,Sleeping
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Relax,Sleeping
Relax,Meal_Preparation
Meal_Preparation,Relax
Relax,Sleeping
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Relax,Sleeping
Relax,Eating
Sleeping,Bed_to_Toilet
Bed_to_Toilet,Sleeping
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Relax,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Meal_Preparation
Relax,Sleeping
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Relax,Sleeping
Sleeping,Bed_to_Toilet
Bed_to_Toilet,Sleeping
Sleeping,Bed_to_Toilet
Bed_to_Toilet,Sleeping
Relax,Sleeping
Relax,Sleeping
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Relax,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Relax,Sleeping
Relax,Sleeping
Relax,Sleeping
Relax,Sleeping
Relax,Sleeping
Relax,Sleeping
Relax,Sleeping
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Relax,Sleeping
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Relax,Sleeping
Relax,Sleeping
Relax,Sleeping
Sleeping,Bed_to_Toilet
Bed_to_Toilet,Sleeping
Sleeping,Meal_Preparation
Relax,Sleeping
Relax,Sleeping
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Relax,Sleeping
Relax,Sleeping
Relax,Meal_Preparation
Relax,Sleeping
Sleeping,Bed_to_Toilet
Bed_to_Toilet,Sleeping
Relax,Sleeping
Relax,Sleeping
Relax,Sleeping
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Relax,Sleeping
Relax,Sleeping
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Relax,Sleeping
Relax,Sleeping
Sleeping,Bed_to_Toilet
Bed_to_Toilet,Sleeping
Relax,Sleeping
Relax,Meal_Preparation
Meal_Preparation,Relax
Relax,Sleeping
Relax,Sleeping
Sleeping,Bed_to_Toilet
Relax,Sleeping
Sleeping,Relax
Sleeping,Bed_to_Toilet
Bed_to_Toilet,Sleeping
Sleeping,Meal_Preparation
Relax,Sleeping
Relax,Sleeping
Sleeping,Meal_Preparation
Relax,Sleeping
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Relax,Sleeping
Sleeping,Bed_to_Toilet
Bed_to_Toilet,Sleeping
Relax,Sleeping
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Enter_Home,Relax
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Relax,Meal_Preparation
Meal_Preparation,Relax
Relax,Sleeping
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Relax,Meal_Preparation
Meal_Preparation,Relax
Relax,Sleeping
Relax,Sleeping
Relax,Sleeping
Relax,Sleeping
Relax,Sleeping
Relax,Sleeping
Relax,Sleeping
Sleeping,Meal_Preparation
Relax,Sleeping
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Relax,Sleeping
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Relax,Sleeping
Sleeping,Bed_to_Toilet
Bed_to_Toilet,Sleeping
Relax,Sleeping
Sleeping,Meal_Preparation
Meal_Preparation,Work
Work,Relax
Sleeping,Relax
Relax,Sleeping
Sleeping,Bed_to_Toilet
Bed_to_Toilet,Sleeping
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Relax,Sleeping
Sleeping,Relax
Relax,Sleeping
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Relax,Sleeping
Meal_Preparation,Relax
Relax,Sleeping
Meal_Preparation,Relax
Relax,Sleeping
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Relax,Meal_Preparation
Meal_Preparation,Relax
Relax,Work
Work,Meal_Preparation
Relax,Meal_Preparation
Relax,Sleeping
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Relax,Sleeping
Meal_Preparation,Relax
Relax,Sleeping
Relax,Sleeping
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Relax,Sleeping
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Meal_Preparation,Relax
Relax,Sleeping
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Meal_Preparation
Relax,Sleeping
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Relax
Relax,Meal_Preparation
Relax,Sleeping
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Relax,Sleeping
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Relax,Sleeping
Relax,Sleeping
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Relax,Sleeping
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Relax,Sleeping
Sleeping,Meal_Preparation
Relax,Sleeping
Sleeping,Meal_Preparation
Sleeping,Relax
Relax,Sleeping
Relax,Sleeping
Sleeping,Relax
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Relax,Meal_Preparation
Relax,Sleeping
Relax,Sleeping
Sleeping,Meal_Preparation
Relax,Sleeping
Sleeping,Relax
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Relax,Meal_Preparation
Meal_Preparation,Eating
Relax,Sleeping
Relax,Work
Relax,Sleeping
Meal_Preparation,Relax
Relax,Work
Relax,Sleeping
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Meal_Preparation,Relax
Relax,Meal_Preparation
Meal_Preparation,Relax
Relax,Sleeping
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Relax,Sleeping
Meal_Preparation,Relax
Relax,Meal_Preparation
